geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,comments,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,
48.4512|35.0218,48.4595|35.0421,,,,,,,,,,,Так,Скоріше ні,Так,29,Так,BA/QA,Так,Скоріше так,Скоріше так,Так,
50.4471|30.4480,50.4414|30.4953,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше ні,Скоріше так,Так,18,Так,Software Developer,Ні,Ні,Ні,Так,
49.9422|36.3107,50.0258|36.2175,,,,,,,,,,,Скоріше так,Скоріше ні,Скоріше ні,27,Ні,Software Developer,Скоріше так,Скоріше ні,Скоріше так,Скоріше так,
50.3917|30.6257,50.4696|30.5051,Важко відповісти,Важко відповісти,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше так,21,Так,Software Developer,Скоріше так,Скоріше так,Так,Так,
Харьков,Харьков,Погане,Погане,Нормальне,Погане,Погане,Погане,Погане,Погане,Погане,,Ні,Ні,Скоріше так,23,Так,Інша ІТ спеціальність,Так,Так,Скоріше так,Ні,
50.5558|30.2172,50.3970|30.4783,Нормальне,Нормальне,Найкраще,Найкраще,Нормальне,Нормальне,Погане,Погане,Погане,,Скоріше так,Так,Ні,33,Ні,Project/Account Manager,Так,Скоріше так,Скоріше так,Ні,
50.4355|30.4888,50.4387|30.4948,Нормальне,Найкраще,Нормальне,Погане,Нормальне,Погане,Нормальне,Нормальне,Нормальне,,Ні,Скоріше ні,Так,20,Так,Software Developer,Скоріше ні,Скоріше ні,Скоріше ні,Скоріше ні,
46.4834|30.7311,46.3094|30.6575,,,,,,,,,,,Скоріше так,Важко відповісти,Ні,29,Ні,BA/QA,Важко відповісти,Важко відповісти,Ні,Скоріше так,
50.4431|30.5200,50.4544|30.5152,Нормальне,Погане,Нормальне,Погане,Погане,Погане,Нормальне,Погане,Найкраще,,Так,Важко відповісти,Так,37,Так,BA/QA,Скоріше ні,Ні,Скоріше так,Так,
50.5130|30.6100,50.5130|30.6100,Нормальне,Погане,Нормальне,Важко відповісти,Важко відповісти,Погане,Погане,Погане,Важко відповісти,"Проблема не тільки з місцем для життя а й інфрастуркрою: школи, дитсадки, кафе, ресторани, місля для відпочинку, парки. Отримати це за містом дуже й дуже складно через те що щільність населення нижча отже привабливість місцевості для бізнесу менша. Ніхто не буде відкривати ресторан, чи кафе задля 500 мешканців - це просто не вигідно. Всім потрібний стабільний постійнй попит, а меланьке місто його забезпечити не може. Поглянте на своє ж фото с Силіконовою долини - там достатного нема чого робити, ну от реально вибору аж ніякого нема, один ресторан наступний за 50 км. ",Скоріше так,Так,Так,33,Ні,Software Developer,Так,Так,Скоріше так,Скоріше ні,
50.4099|30.3667,50.4234|30.5196,,,,,,,,,,,Скоріше так,Скоріше так,Скоріше так,38,Ні,Software Developer,Так,Скоріше так,Скоріше ні,Скоріше ні,
48.9951|24.1088,48.9951|24.1088,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Так,22,Ні,Software Developer,Так,Так,Так,Так,
50.5106|30.4419,50.4575|30.4867,,,,,,,,,,,Скоріше ні,Скоріше так,Скоріше так,33,Так,Software Developer,Так,Скоріше так,Так,Так,
50.4842|30.8984,50.3958|30.4982,Погане,Погане,Погане,Погане,Погане,Погане,Найкраще,Найкраще,Погане,,Так,Так,Ні,28,Так,Software Developer,Так,Важко відповісти,Так,Так,
50.4288|30.5381,50.4176|30.4766,Нормальне,Погане,Найкраще,Нормальне,Погане,Погане,Нормальне,Погане,Погане,,Скоріше ні,Так,Скоріше ні,41,Ні,Інша ІТ спеціальність,Важко відповісти,Скоріше так,Скоріше ні,Скоріше так,
50.4453|30.6278,50.4332|30.5232,,,,,,,,,,,Скоріше ні,Так,Скоріше так,31,Так,Software Developer,Скоріше так,Скоріше ні,Скоріше так,Скоріше так,
49.7952|24.0455,49.8406|24.0339,,,,,,,,,,,Скоріше так,Скоріше так,Так,30,Так,Software Developer,Скоріше так,Скоріше так,Так,Так,
48.4521|35.0648,48.4195|35.1279,,,,,,,,,,,Важко відповісти,Скоріше так,Скоріше так,31,Ні,Software Developer,Так,Скоріше так,Важко відповісти,Скоріше ні,
50.4295|30.3858,50.4196|30.5467,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше ні,Ні,27,Так,BA/QA,Ні,Скоріше ні,Важко відповісти,Скоріше так,
49.8380|24.0903,49.8300|23.9832,,,,,,,,,,,Скоріше так,Скоріше ні,Ні,21,Ні,Software Developer,Так,Так,Скоріше так,Скоріше так,
"50.453541, 30.597726",30.598498|50.453596,Погане,Нормальне,Важко відповісти,Погане,Важко відповісти,Нормальне,Нормальне,Погане,Нормальне,"Я бы лучше переехал в маленький город, Львов, Винницу, Ровно, или Тернополь :))))",Скоріше так,Скоріше ні,Ні,28,Так,Software Developer,Скоріше ні,Ні,Так,Так,
